text,clean_text,true_label,svm_pred,lr_pred,bert_pred,ensemble_pred,ensemble_correct
@user @user You guys are white? I always imagined you guys as a buff Ricky Martin and Enrique Iglesias duo.,you guys are white always imagined you guys as buff ricky martin and enrique iglesias duo,Neutral,Positive,Neutral,Negative,Negative,False
Ricky Martin-Stop time tonight,ricky martin stop time tonight,Neutral,Positive,Positive,Neutral,Neutral,True
because fossil fuels are the only resources that allow us to travel 🤔,because fossil fuels are the only resources that allow us to travel,Neutral,Negative,Neutral,Neutral,Neutral,True
@user is Melania trump flo and is Putin Lighting McFuckmyass,is melania trump flo and is putin lighting mcfuckmyass,Negative,Negative,Negative,Negative,Negative,True
#DetroitTigers #Card 2016 Topps WalMart Holiday Baseball Justin Verlander Detroit Tigers HMW82……,detroittigers card topps walmart holiday baseball justin verlander detroit tigers hmw,Neutral,Neutral,Neutral,Neutral,Neutral,True
@user Ben Carson/HUD? No. He should lead the NIH. Oh yeah. In Trumpland one has only to be loyal; not qualified.,ben carson hud not he should lead the nih oh yeah in trumpland one has only to be loyal not qualified,Negative,Negative,Negative,Negative,Negative,True
Scenes of #MosulOffensive & humanitarian crisis @user and @user via @user,scenes of mosuloffensive humanitarian crisis and via,Neutral,Neutral,Neutral,Neutral,Neutral,True
#Aleppo : The brutality of Putin's aggression has dredged up memories of Soviet crimes as people see they're being…,aleppo the brutality of putin aggression has dredged up memories of soviet crimes as people see they re being,Negative,Neutral,Negative,Negative,Negative,True
Israeli brutality immune to Palestinian calls for justice: #gaza #palestine #israel #jerusalem,israeli brutality immune to palestinian calls for justice gaza palestine israel jerusalem,Negative,Neutral,Neutral,Negative,Negative,True
#Spurs #GoSpursGo 2014-15 Panini Flawless Dual Gold TIM DUNCAN Game Used Patch /10 BGS 9.5 POP 1/1 #TimDuncan #NBA,spurs gospursgo panini flawless dual gold tim duncan game used patch bgs pop timduncan nba,Neutral,Neutral,Positive,Positive,Positive,False
Will Jill Stein's Wisconsin recount change election outcome? will just be $5 million more the dems throw away,will jill stein wisconsin recount change election outcome will just be million more the dems throw away,Neutral,Negative,Negative,Neutral,Neutral,True
@user yeah that was interesting in Austria. But does it have much influence on Italy elxn/potential for Marine le Pen to win in France?,yeah that was interesting in austria but does it have much influence on italy elxn potential for marine le pen to win in france,Neutral,Neutral,Positive,Neutral,Neutral,True
TV shows that more people should be watching. #ScreamQueens #MTVScream #Quantico #HTGAWM #The100 #Blindspot #Drama…,tv shows that more people should be watching screamqueens mtvscream quantico htgawm the blindspot drama,Positive,Neutral,Positive,Neutral,Neutral,False
"@user Well I hope you're right.  And hey, I still have a PS4 for Bloodborne & Persona 5 if nothing else.",well hope you re right and hey still have ps for bloodborne persona if nothing else,Positive,Positive,Positive,Positive,Positive,True
"Repeal Congress’ special exemption from Obamacare, kill two birds with one stone – Washington Times",repeal congress special exemption from obamacare kill two birds with one stone washingtontimes,Neutral,Neutral,Negative,Negative,Negative,False
"Google Earth in VR is a ""profound, almost emotional"" experience. Many people are calling it the best thing they've experienced in VR.",google earth in vr is profound almost emotional experience many people are calling it the best thing they ve experienced in vr,Positive,Positive,Positive,Positive,Positive,True
"Do you know what's mad? The solution being offered is to look for signs that CHILDREN are planning MASS SHOOTINGS,…",do you know what mad the solution being offered is to look for signs that children are planning mass shootings,Negative,Neutral,Negative,Neutral,Neutral,False
Japan Issues Booklet to Prepare Citizens for Nuclear War With North Korea,japan issues booklet to prepare citizens for nuclear war with north korea,Neutral,Neutral,Neutral,Neutral,Neutral,True
@user The beginning of a dictatorship is gun control and election rigging!,the beginning of dictatorship is gun control and election rigging,Negative,Neutral,Negative,Negative,Negative,True
@user @user @user @user @user ummm vaccines have avoided over 700000 deaths since the nineties...,ummm vaccines have avoided over deaths since the nineties,Positive,Neutral,Negative,Neutral,Neutral,False
"@user To name a few: James Marsden, Nikki Blonksy, Taylor Parks, Elijah Kelley, Michelle Pfeifer, fucking John Travolta and Zac Efron",to name few james marsden nikki blonksy taylor parks elijah kelley michelle pfeifer fucking john travolta and zac efron,Neutral,Neutral,Neutral,Neutral,Neutral,True
12 Hourly Jobs That Pay More Than Minimum Wage,hourly jobs that pay more than minimum wage,Neutral,Negative,Neutral,Neutral,Neutral,True
These voting analysis of why #Trump won are RIDICULOUS..He LOST popular vote by 2M ...he LOST by 2M ...REPEAT..#Trump LOST by 2M votes,these voting analysis of why trump won are ridiculous he lost popular vote by he lost by repeat trump lost by votes,Negative,Negative,Negative,Negative,Negative,True
Don't have 2watch a videothat a #RWNJ #Trumpet iswanting me 2 watch 2 verify #HillaryClinton looks tired.Ok-obviously she is. #StillWithHer,has have watch videothat rwnj trumpet iswanting me watch verify hillaryclinton looks tired ok obviously she is stillwithher,Neutral,Neutral,Negative,Negative,Negative,False
Donald Trump does not have a clue about global warming. Maybe the Rockefeller's can clue them in about fossil fuels.,donald trump does not have clue about global warming maybe the rockefeller can clue them in about fossil fuels,Negative,Negative,Negative,Negative,Negative,True
@user Thankyou :'),thankyou,Positive,Neutral,Neutral,Positive,Positive,True
"Kate Upton & Justin Verlander: To Hell with Cy Young,  It’s Vatican Time! | TMZ TV",kate upton justin verlander to hell with cy young its vatican time tmz tv,Negative,Neutral,Neutral,Neutral,Neutral,False
Really though was Justin Verlander up there?,really though was justin verlander up there,Neutral,Neutral,Neutral,Neutral,Neutral,True
"@user @user @user unless you have Aleppo made an open city, nothing can really happen that lasts more than a day",unless you have aleppo made an open city nothing can really happen that lasts more than day,Neutral,Negative,Neutral,Neutral,Neutral,True
<-Thai Politician Scandal At Bangkok Fitness #tits #boob #memek #bispak  #onedirection,thai politician scandal at bangkok fitness tits boob memek bispak onedirection,Negative,Negative,Neutral,Negative,Negative,True
#Facebook gives #Hamas bandit the boot; Shuts their accounts down,facebook gives hamas bandit the boot shuts their accounts down,Negative,Negative,Negative,Negative,Negative,True
"Inside Expa Labs, #Uber co-founder's take on the startup accelerator. Read more:",inside expa labs uber co founder take on the startup accelerator read more,Neutral,Neutral,Neutral,Neutral,Neutral,True
"Trump has tried to illegally invest in Cuba during embargo. Now he wants to make sure he can do it, and Cuba will b…",trump has tried to illegally invest in cuba during embargo now he wants to let sure he can do it and cuba will,Negative,Neutral,Neutral,Negative,Negative,True
The Egyptian President Mikheil Saakashvili said he would explain if wanting to do it as a record of Palestinian ambitions.,the egyptian president mikheil saakashvili said he would explain if wanting to do it as record of palestinian ambitions,Neutral,Neutral,Neutral,Neutral,Neutral,True
Anyone who has seen me watch a Cubs game has seen me look exactly like this throughout the game.,anyone who has seen me watch cubs game has seen me look exactly like this throughout the game,Neutral,Neutral,Neutral,Neutral,Neutral,True
"Dear MSM, CNN bitches, every election one turning point..there you go again I will not use my opponents youth & NOW ""basket of deplorables""",dear msm cnn bitches every election one turning point there you will again will not use my opponents youth now basket of deplorables,Negative,Negative,Negative,Negative,Negative,True
@user For past 8 years under Obama we had no peace but more major conflicts and Obama led the destruction of #Libya. And #Yemen.,for past years under obama we had not peace but more major conflicts and obama led the destruction of libya and yemen,Negative,Neutral,Negative,Negative,Negative,True
"@user @user @user @user Clinton foundation donations drop like a rock when she loses,circle of life is complete!",clinton foundation donations drop like rock when she loses circle of life is complete,Negative,Neutral,Negative,Negative,Negative,True
"#GilmoreGirlsTop4 Luke, Lorelai, Jess, Lane",gilmoregirlstop luke lorelai jess lane,Positive,Positive,Positive,Positive,Positive,True
"We must all mix into one race, the beautiful human race! Racism shall be stopped once and for all! The great change…",we must all mix into one race the beautiful human race racism shall be stopped once and for all the great change,Positive,Positive,Positive,Negative,Negative,False
Was it a good idea to kill #Gaddafi? 5years later #libya is a war zone. What happened to the #democracy that was promised? #libya #African,was it good idea to kill gaddafi years later libya is war zone what happened to the democracy that was promised libya african,Negative,Neutral,Negative,Negative,Negative,True
I need a  hatchimal please!!!#Hatchimals #isnttheresomeonthatcanhelp #payitforward,need hatchimal please hatchimals isnttheresomeonthatcanhelp payitforward,Positive,Neutral,Neutral,Neutral,Neutral,False
@user @user @user @user Tusk is such a twat. But not as big a knob as that pisshead Juncker!,tusk is such twat but not as big knob as that pisshead juncker,Negative,Negative,Negative,Negative,Negative,True
Ricketts Scores Cash For Cubs..,ricketts scores cash for cubs,Positive,Positive,Neutral,Positive,Positive,True
"@user @user I am so sick of corrupt, shit news ran by gazillionaire leftists hiring pimps, gays & women on Red Bull..",am so sick of corrupt shit news ran by gazillionaire leftists hiring pimps gays women on red bull,Negative,Negative,Negative,Negative,Negative,True
"""Last year's success is today's expectation""- Cristiano Ronaldo (@Cristiano)#SportQuotes #MondayMotivation…",last year success is today expectation cristiano ronaldo sportquotes mondaymotivation,Neutral,Neutral,Neutral,Neutral,Neutral,True
Mexico losing its head over Trump comment about bad hombres. Mexicans need a popular uprising to depose drug cartel…,mexico losing its head over trump comment about bad hombres mexicans need popular uprising to depose drug cartel,Negative,Negative,Negative,Negative,Negative,True
lol my in-laws are gonna be PISSED! They're still waiting for that fracking well to pay out big money!,lol my in laws are gonna be pissed they re still waiting for that fracking well to pay out big money,Negative,Negative,Negative,Negative,Negative,True
@user Earth VR is bringing the world into your home! #tech #news #VR,earth vr is bringing the world into your home tech news vr,Positive,Neutral,Positive,Positive,Positive,True
"I'm glad Persona 5 got delayed to next year, since Atlus fans no longer have a reason to be obnoxious about FFXV.",glad persona got delayed to next year since atlus fans not longer have reason to be obnoxious about ffxv,Positive,Neutral,Positive,Neutral,Neutral,False
"in the Oregon experiment, 10,000 previously-excluded people (poor & childless) were given access to Medicaid for the first time",in the oregon experiment previously excluded people poor childless were given access to medicaid for the first time,Positive,Neutral,Negative,Neutral,Neutral,False
@user pls support Jill Stein and look into voter suppression and cross checking.before you blame the election on lack of policy...,pls support jill stein and look into voter suppression and cross checking before you blame the election on lack of policy,Negative,Neutral,Negative,Negative,Negative,True
One SINGLE dose! Another marvel of Homeopathy!,one single dose another marvel of homeopathy,Positive,Neutral,Neutral,Positive,Positive,True
"So, if that were Grayson Allen on the floor he would've tripped someone lol!",so if that were grayson allen on the floor he would ve tripped someone lol,Positive,Neutral,Negative,Neutral,Neutral,False
Cubs lineup 2017:LF SchwarbsCF AlmoraRF JHey3B KBSS Russell2B Javy1B RizzC Willywith Zo the drifting platoon starter,cubs lineup lf schwarbscf almorarf jhey kbss russell javy rizzc willywith zo the drifting platoon starter,Neutral,Neutral,Neutral,Neutral,Neutral,True
Might be better to just fund drone strikes and other humanitarian causes.,might be better to just fund drone strikes and other humanitarian causes,Negative,Neutral,Negative,Negative,Negative,True
"I've used Black Friday to pick up some Tim Duncan, James Harden and Giannis Antetokounmpo merch. Allegiances all over the shop.",ve used black friday to pick up some tim duncan james harden and giannis antetokounmpo merch allegiances all over the shop,Positive,Neutral,Neutral,Neutral,Neutral,False
@user He always said he wanted to repeal Obamacare I don't get why 20 million of his voters might have went against best interest. 🙄,he always said he wanted to repeal obamacare has get why million of his voters might have went against best interest,Neutral,Neutral,Neutral,Neutral,Neutral,True
"@user @user @user hi love the tweet, got stuff on social security tweet",hi love the tweet got stuff on social security tweet,Positive,Positive,Positive,Positive,Positive,True
Even #BillClinton agrees w/#Trump that #Obamacare needs to be reformed. People should have AFFORDABLE healthcare.,even billclinton agrees trump that obamacare needs to be reformed people should have affordable healthcare,Neutral,Negative,Negative,Neutral,Neutral,True
Agreed!!!  @user @user @user,agreed,Neutral,Positive,Neutral,Positive,Positive,False
@user @user @user @user @user just think of all the dead kids from his drone strikes.scary person.,just think of all the dead kids from his drone strikes scary person,Negative,Neutral,Negative,Negative,Negative,True
"@user I hear ya. But I guarandamntee you that this kind of s**t goes on all day, every day in DC. #draintheswamp  @user @user",hear ya but guarandamntee you that this kind of goes on all day every day in dc draintheswamp,Negative,Negative,Negative,Negative,Negative,True
I'm mixed on Dylann Roof. I am happy to see he's not getting gentle treatment as so many supremacists are. But I hate death penalty. Yay/Boo,mixed on dylann roof am happy to see he not getting gentle treatment as so many supremacists are but hate death penalty yay boo,Negative,Neutral,Negative,Negative,Negative,True
"@user Obama WARNED us that if the U.S. doesn't step in & help write TPP rules, China will! Who should we trust? Now TPP is a goner",obama warned us that if the doesn step in help write tpp rules china will who should we trust now tpp is goner,Negative,Negative,Negative,Negative,Negative,True
"Have an article to write, notes to re-organize & a house to clean, yet all I want to do is read all day. And maybe go see #FantasticBeasts.",have an article to write notes to re organize house to clean yet all want to do is read all day and maybe will see fantasticbeasts,Positive,Positive,Neutral,Positive,Positive,True
Oh What a Friday it is ! We're too full to be witty #leftovers #thanksgiving #VegetarianThanksgiving #NewYork…,oh what friday it is we re too full to be witty leftovers thanksgiving vegetarianthanksgiving newyork,Positive,Positive,Positive,Positive,Positive,True
@user Wondering what better system we could implement. Popular vote should have more influence. Electoral college sounds sketchy.,wondering what better system we could implement popular vote should have more influence electoral college sounds sketchy,Neutral,Neutral,Neutral,Negative,Negative,False
Argentina to revamp railway line to support shale frackinghttps://t.co/mtRmoe68LV,argentina to revamp railway line to support shale fracking,Negative,Neutral,Neutral,Neutral,Neutral,False
"@user @user @user @user @user @user GOP, many of us remember how U screwed this country up.",gop many of us remember how screwed this country up,Negative,Negative,Negative,Negative,Negative,True
.@mike_pence can eat a bag of dicks,can eat bag of dicks,Negative,Positive,Negative,Neutral,Neutral,False
Dakota Access protest in Portland turns into celebration after halt of … #Fracking #NoDAPL,dakota access protest in portland turns into celebration after halt of fracking nodapl,Neutral,Neutral,Neutral,Neutral,Neutral,True
Happy belated #NationalFastFoodDay!I want our #McDonalds with #McDelivery & #ShrimpBurgers like in #Seoul!  My fav…,happy belated nationalfastfoodday want our mcdonalds with mcdelivery shrimpburgers like in seoul my fav,Positive,Positive,Positive,Positive,Positive,True
Those Chanels. #ScreamQueens,those chanels screamqueens,Neutral,Positive,Neutral,Neutral,Neutral,True
Marijuana stocks: Don’t listen to these morons // Medical marijuana investing cannabis pot…,marijuana stocks dont listen to these morons medical marijuana investing cannabis pot,Negative,Neutral,Neutral,Negative,Negative,True
"@user no I believe u, not denying there was testing on woc. I'm saying animal rts ppl wouldnt support it, which the tweet implies",not believe not denying there was testing on woc saying animal rts people wouldnt support it which the tweet implies,Neutral,Neutral,Negative,Negative,Negative,False
Concise Visual Summary of Deep Learning Architectures,concise visual summary of deep learning architectures,Neutral,Neutral,Neutral,Positive,Positive,False
"@user The album does not include the HUD Secretary designate, Dr Ben Carson.",the album does not include the hud secretary designate dr ben carson,Neutral,Neutral,Neutral,Neutral,Neutral,True
BreakingHashid al-Shaabi announce the start of the 5th stage of operations West of #Mosul.. #mosuloffensive,breakinghashid al shaabi announce the start of the th stage of operations west of mosul mosuloffensive,Neutral,Neutral,Neutral,Neutral,Neutral,True
"Ethnic cleansing is morally wrong and illegal, no matter who is perpetrating it. #IsraeliApartheid #Palestine #BDShttps://t.co/RXe8t1uYIL",ethnic cleansing is morally wrong and illegal not matter who is perpetrating it israeliapartheid palestine bds,Negative,Negative,Negative,Negative,Negative,True
Harlem Salutes Fidel Castro -- Tribute and Farewell From Black Community,harlem salutes fidel castro tribute and farewell from black community,Neutral,Neutral,Neutral,Neutral,Neutral,True
"I bought Seventh Generation Hand Wash, Fresh Citrus, 12 Ounce in support of End Animal Testing...",bought seventh generation hand wash fresh citrus ounce in support of end animal testing,Neutral,Neutral,Neutral,Neutral,Neutral,True
"If you’re old enough to vote, you’re old enough to run for office. #unitednations #young #diplomacy #NewGeneration",if youre old enough to vote youre old enough to run for office unitednations young diplomacy newgeneration,Neutral,Neutral,Negative,Negative,Negative,False
"@user Literally a Nazi. I don't follow comics, does this mean Captain America is an SJW?",literally nazi has follow comics does this mean captain america is an sjw,Negative,Negative,Negative,Negative,Negative,True
"Disavowing neo-Nazi ""alt-right"" does nothing, Trump. Dump the neo-Nazi you plan to install in the WH (Steve Bannon). Actions not words.",disavowing neo nazi alt right does nothing trump dump the neo nazi you plan to install in the wh steve bannon actions not words,Negative,Negative,Negative,Negative,Negative,True
@user Well it's genius because we all know Melania stole Michelle speech and to imply that Melania wants Michelle life... Well,well it genius because we all know melania stole michelle speech and to imply that melania wants michelle life well,Negative,Neutral,Negative,Neutral,Neutral,False
"420Magazine: ALS Patient Uses Medical Marijuana, Outlives Anti-Marijuana Doctors",magazine als patient uses medical marijuana outlives anti marijuana doctors,Positive,Neutral,Neutral,Neutral,Neutral,False
Makes me so proud to be an American!Finally!  Alleluia #TrumpPence #KarenRocks! @user,makes me so proud to be an american finally alleluia trumppence karenrocks,Positive,Positive,Positive,Positive,Positive,True
Bob Dylan - How to Cultivate the Perfect Environment for Creative Work via @user,bob dylan how to cultivate the perfect environment for creative work via,Neutral,Positive,Positive,Neutral,Neutral,True
"@user Herein lies the problem Conway said ""he is well aware of what US POLICY has been""  this was a deliberate act like Cuba Embargo",herein lies the problem conway said he is well aware of what us policy has been this was deliberate act like cuba embargo,Neutral,Negative,Negative,Negative,Negative,False
Listen to #NBAwards Winner @user interview on @user,listen to nbawards winner interview on,Positive,Neutral,Neutral,Neutral,Neutral,False
Survey shows Poroshenko has lost considerable electoral support in two years,survey shows poroshenko has lost considerable electoral support in two years,Neutral,Neutral,Neutral,Neutral,Neutral,True
@user any chance of a retweet or mention for emco's production of EVITA that opened…,any chance of retweet or mention for emco production of evita that opened,Neutral,Neutral,Neutral,Neutral,Neutral,True
U of #Memphis student Nadine Taha @user justifies #Hamas and glorifies terrorism.,of memphis student nadine taha justifies hamas and glorifies terrorism,Neutral,Neutral,Negative,Neutral,Neutral,True
Must be a really big basket of deplorables,must be really big basket of deplorables,Negative,Neutral,Negative,Negative,Negative,True
"@user Hey man, you don't have any say in who @user picks for her cabinet in 2020.",hey man you has have any say in who picks for her cabinet in,Neutral,Positive,Negative,Neutral,Neutral,True
Bob Dylan Highway 61 Revisited LP 1965 pressing with alternate From A Buick 6 ≈ 118 hours U…,bob dylan highway revisited lp pressing with alternate from buick hours,Positive,Neutral,Neutral,Neutral,Neutral,False
"Chicago Cubs ""WIN"" LASER FRAME Chrome Metal License Plate Cover Tag Baseball",chicago cubs win laser frame chrome metal license plate cover tag baseball,Neutral,Neutral,Neutral,Neutral,Neutral,True
"@user Trump won because of voter suppression and lost the popular vote, but thanks for playing.",trump won because of voter suppression and lost the popular vote but thanks for playing,Neutral,Neutral,Negative,Negative,Negative,False
Be the 1st to check out our new look at Pl give ur feedback. #Ayurveda #Homeopathy…,be the st to check out our new look at pl give ur feedback ayurveda homeopathy,Positive,Neutral,Positive,Positive,Positive,True
Every cop killed by a #BlackLivesMatter terrorist is more blood on @user hands.,every cop killed by blacklivesmatter terrorist is more blood on hands,Negative,Negative,Negative,Negative,Negative,True
Are Palestinians ready for Trump? | via @user #Palestine #Fatah #Hamas,are palestinians ready for trump via palestine fatah hamas,Neutral,Neutral,Neutral,Neutral,Neutral,True
"Pence Purges Lobbyists, Insiders From #TrumpTransitionTeam #ChrisChristie...",pence purges lobbyists insiders from trumptransitionteam chrischristie,Neutral,Neutral,Neutral,Neutral,Neutral,True
"""A transition official told Fox’s Ed Henry that some in Trump’s inner circle want the former Massachusetts...",transition official told foxs ed henry that some in trumps inner circle want the former massachusetts,Neutral,Neutral,Neutral,Neutral,Neutral,True
Analyzing Post-Disaster #Structural Damage Using #DeepLearning Systems,analyzing post disaster structural damage using deeplearning systems,Negative,Neutral,Negative,Negative,Negative,True
@user Exactly so when do you and the GOP investigate every single aspect of George Soros? I am waiting for an answer!,exactly so when do you and the gop investigate every single aspect of george soros am waiting for an answer,Negative,Neutral,Negative,Neutral,Neutral,False
"@user My ""favourite"" conspiracy: contraceptive pill causes genetic damage to kids so vaccines can cause autism. But homeopathy can cure!",my favourite conspiracy contraceptive pill causes genetic damage to kids so vaccines can cause autism but homeopathy can cure,Negative,Negative,Negative,Negative,Negative,True
MICHAEL MOORE SETS CNN STRAIGHT ON HILLARY CLINTON via @user,michael moore sets cnn straight on hillary clinton via,Neutral,Neutral,Neutral,Neutral,Neutral,True
VAMOS #LM10 No one can hold you down. If you really want it.Just steal your destiny.Right from the hands of fate🙌…,vamos lm not one can hold you down if you really want it just steal your destiny right from the hands of fate,Positive,Negative,Positive,Neutral,Neutral,False
Not too late to enjoy #thanksgiving! Buy your fave #sextoys @ using discount coupon codes @user,not too late to enjoy thanksgiving buy your fave sextoys using discount coupon codes,Neutral,Negative,Positive,Neutral,Neutral,True
"The Styx Pride have been moving between our dam and then to the East quite regularly. The cubs are more mobile,...",the styx pride have been moving between our dam and then to the east quite regularly the cubs are more mobile,Positive,Neutral,Neutral,Neutral,Neutral,False
@user because Kate upton is too busy complaining that Justin Verlander should have won the CY Young award.,because kate upton is too busy complaining that justin verlander should have won the cy young award,Neutral,Neutral,Neutral,Negative,Negative,False
RT @user Inb4 @user saying they never knew about CP on twitter. You can purge alt right accounts but not CP. Well played. #TwitterGate #…,inb saying they never knew about cp on twitter you can purge alt right accounts but not cp well played twittergate,Negative,Negative,Negative,Negative,Negative,True
This also renders me speechless .......irony anyone?,this also renders me speechless irony anyone,Neutral,Neutral,Neutral,Neutral,Neutral,True
Third and this is key here. Earning money is bad because alt-energy but OK because fossil fuels? Your entire point…,third and this is key here earning money is bad because alt energy but ok because fossil fuels your entire point,Negative,Negative,Negative,Negative,Negative,True
@user @user it's the type of ID & accessibility. This helped me understand the controversy of suppression,it the type of id accessibility this helped me understand the controversy of suppression,Neutral,Neutral,Negative,Neutral,Neutral,True
"@user @user we have socialism here in the US with great success. Social security, Medicare, education, post office, ect...",we have socialism here in the us with great success social security medicare education post office ect,Positive,Positive,Positive,Positive,Positive,True
"@user @user ...or for her support of ""terrorism""! #Hamas",or for her support of terrorism hamas,Negative,Neutral,Negative,Negative,Negative,True
"The carnage in #yemen is hardly being covered in Western media. They're not what's known as ""worthy victims""",the carnage in yemen is hardly being covered in western media they re not what known as worthy victims,Negative,Negative,Negative,Negative,Negative,True
@user @user @user Yeah Grayson Allen. 17 points vs W&M,yeah grayson allen points vs,Positive,Neutral,Neutral,Neutral,Neutral,False
@user just carrying on the defensive legacies of kg and tim duncan nbd,just carrying on the defensive legacies of kg and tim duncan nbd,Neutral,Neutral,Positive,Neutral,Neutral,True
"Is Trump's Cabinet, The David Dukes of Pennsylvania Ave.? Hear our Bob Dylan: Trump protest song. #RobbingUsBarren",is trump cabinet the david dukes of pennsylvania ave hear our bob dylan trump protest song robbingusbarren,Negative,Neutral,Neutral,Neutral,Neutral,False
Oh hai @user @user 👋🏻Looking great in your David Blaine box @user Central,oh hai looking great in your david blaine box central,Positive,Positive,Positive,Positive,Positive,True
#Trump picks #NikkiHaley to be his #UnitedNations Ambassador.,trump picks nikkihaley to be his unitednations ambassador,Neutral,Neutral,Neutral,Neutral,Neutral,True
@user That tactic worked so well for Labour under austerity and I'm sure will rid the anti-EU sentiment from those harmed by Brexit,that tactic worked so well for labour under austerity and sure will rid the anti eu sentiment from those harmed by brexit,Neutral,Neutral,Neutral,Negative,Negative,False
Well sorry Obama and Dems-there's a new Sheriff in town and he won't allow that stupid crap! #TrumpsTheMan,well sorry obama and dems there new sheriff in town and he won allow that stupid crap trumpstheman,Neutral,Neutral,Negative,Negative,Negative,False
An Open Letter by @user To All White Supremacists And Nazis @user  via @user,an open letter by to all white supremacists and nazis via,Negative,Neutral,Negative,Negative,Negative,True
"@user entire team was amazing. The most enthusiastic, intelligent hardworking people. #StillWithHer",entire team was amazing the most enthusiastic intelligent hardworking people stillwithher,Positive,Positive,Positive,Positive,Positive,True
@user - Martin Bryant's weapons & ammo' were all legally obtained. PM Howard gave us strong gun control laws #Nationals trash them,martin bryant weapons ammo were all legally obtained pm howard gave us strong gun control laws nationals trash them,Negative,Neutral,Negative,Negative,Negative,True
Galaxy Note 4 On A Note 7 ROM Gets Samsung's Recall Prompt #trends #motivation #tsu @user,galaxy note on note rom gets samsung recall prompt trends motivation tsu,Neutral,Neutral,Neutral,Neutral,Neutral,True
"@user @user ?Vietnam embargo, Cuba embargo... Nigeria meetings.But this is different?How?",vietnam embargo cuba embargo nigeria meetings but this is different how,Neutral,Negative,Negative,Neutral,Neutral,True
The Crankies on tour again? #democracy #sovereignty #draintheswamp,the crankies on tour again democracy sovereignty draintheswamp,Neutral,Neutral,Neutral,Neutral,Neutral,True
Why Israel Is A Threat To World Peace #gaza #palestine #israel #BDS,why israel is threat to world peace gaza palestine israel bds,Negative,Neutral,Negative,Negative,Negative,True
The #REAL effect of #FAKEnews on the rabid right! #brexithttps://t.co/Lm0vjiKlrj,the real effect of fakenews on the rabid right brexit,Negative,Neutral,Neutral,Negative,Negative,True
2x5 now #ScreamQueens 🍸,now screamqueens,Neutral,Positive,Neutral,Neutral,Neutral,True
Pictures: Andrés Iniesta in his recovery stages. #fcblive,pictures andrs iniesta in his recovery stages fcblive,Positive,Neutral,Neutral,Positive,Positive,True
"@user and Michael Moore in a 45 min wide-ranging, civil and informative election talk via @user",and michael moore in min wide ranging civil and informative election talk via,Positive,Neutral,Neutral,Neutral,Neutral,False
@user UKIP are moaning at parliament over brexit court case as they only have 1 MP!! UKIP get a life!!,ukip are moaning at parliament over brexit court case as they only have mp ukip get life,Negative,Neutral,Neutral,Negative,Negative,True
"And so privatisation takes root, and begins to grow. It's heartbreaking what the @user are doing. 😭💔",and so privatisation takes root and begins to grow it heartbreaking what the are doing,Negative,Negative,Negative,Negative,Negative,True
Angela Bassett is always a vision. #LoveAndHappiness #ThankYouObama,angela bassett is always vision loveandhappiness thankyouobama,Positive,Positive,Positive,Positive,Positive,True
Run #MELANIATRUMP run! Save yourself,run melaniatrump run save yourself,Negative,Neutral,Neutral,Negative,Negative,True
Retweeted P. J. (@Portosj81J):#ThankYouObama for blatantly lying to the American People,retweeted thankyouobama for blatantly lying to the american people,Negative,Neutral,Negative,Negative,Negative,True
Perhaps it's time to depose Pope Francis and elect a faithful priest to be his successor: Robert Cardinal Sarah.,perhaps it time to depose pope francis and elect faithful priest to be his successor robert cardinal sarah,Negative,Neutral,Neutral,Neutral,Neutral,False
I want to step up our voter-registration activities. Not every branch doe... #JulianBond #quote,want to step up our voter registration activities not every branch doe julianbond quote,Neutral,Neutral,Neutral,Neutral,Neutral,True
Book now for ‘The Power of Film: Ali in the Movies & Popular Media with Bro Hakim on Wed 7 Dec @user  Info:…,book now for the power of film ali in the movies popular media with bro hakim on wed dec info,Neutral,Neutral,Neutral,Neutral,Neutral,True
@user I hope you carve up opposing lineups like that this year. Cy Young #ComeBackKing,hope you carve up opposing lineups like that this year cy young comebackking,Positive,Positive,Positive,Positive,Positive,True
Begala: I got a better deal through Obamacare,begala got better deal through obamacare,Neutral,Negative,Neutral,Neutral,Neutral,True
@user @user yeah but Mike Pence got booed,yeah but mike pence got booed,Negative,Neutral,Neutral,Neutral,Neutral,False
"@user isn't he the ultra conservative anti- gay marriage, anti-abortion, anti- everything guy?",isn he the ultra conservative anti gay marriage anti abortion anti everything guy,Negative,Negative,Negative,Negative,Negative,True
"Carles Aleña (Barca B player): ""Luis Enrique told me to be patient and work hard and I will get my chance."" #fcblive",carles alea barca player luis enrique told me to be patient and work hard and will get my chance fcblive,Positive,Neutral,Positive,Neutral,Neutral,False
"The US has made-up drug trafficking case against the two nephews of the Venezuelan first lady Cilia Flores, the...",the us has made up drug trafficking case against the two nephews of the venezuelan first lady cilia flores the,Negative,Neutral,Negative,Negative,Negative,True
If everyone got over themselves and signed up for obamacare wouldn't it work and be cheaper??? (Actual question),if everyone got over themselves and signed up for obamacare wouldn it work and be cheaper actual question,Neutral,Neutral,Neutral,Neutral,Neutral,True
@user Love that you shared my Bob 'Rolling Thunder' Dylan. Love the Bard!,love that you shared my bob rolling thunder dylan love the bard,Positive,Positive,Positive,Positive,Positive,True
